url,product_desc
https://reviews.femaledaily.com/products/fragrance/edp/hint/fatale-extrait-de-parfum,"Hint Fatale Extrait de Parfum merupakan parfum dengan aksen aroma yang misterius dan menggoda dengan mudah menjadi pusat perhatian. Perpaduan aroma tembakau yang terbakar terbuat dari pala (nutmeg), olibanum, dan patchouli dari Indonesia, sementara wangi vanilla dan kayu manis menyatu dengan kulit. Dengan AdrenalineScent Technology™, wewangian ini mengandung beberapa minyak esensial yang secara empiris dapat membunuh bakteri.How to use: Semprotkan pada area denyut nadi seperti di belakang telinga dan pergelangan tangan. Untuk wangi yang lebih complex, semprotkan Hint Parfum. Dapat disemprotkan ke baju dan kulit dengan jarak 15-20 cm.Suitable for: Unisex. Fragrance notes: Top : blackpepper, nutmeg. Middle : cinnamon, red fruit, olibanum. Base : tobacco, patchouli Indonesia, vanilla, Java vetiver"
https://reviews.femaledaily.com/products/fragrance/edp/the-body-shop/white-musk-33,"The Body Shop White Musk Eau de Parfum memiliki aroma sensual lembut yang dapat digunakan setiap perempuan. Merupakan parfum yang tahan lama. Memiliki kandungan musk, lily, iris, rose and vanilla.How To Use:Semprotkan pada leher dan bagian yang membutuhkanSuitable For: Semua jenis kulitIngredients:Alcohol Denat. (Solvent/Diluent), Aqua (Water) (Solvent/Diluent), Parfum (Fragrance), Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde (Fragrance Ingredient), t-Butyl Alcohol (Denaturant), Linalool (Fragrance Ingredient), Alpha-Isomethyl Ionone (Fragrance Ingredient), Hydroxycitronellal (Fragrance Ingredient), Coumarin (Fragrance Ingredient), Hexyl Cinnamal (Fragrance Ingredient), Benzyl Benzoate (Solvent), Isoeugenol (Fragrance Ingredient), Benzyl Salicylate (Fragrance Ingredient), Geraniol (Fragrance Ingredient), Evernia prunastri (Oakmoss Extract) (Natural Additive), Benzyl Alcohol (Preservative), Denatonium Benzoate (Denaturant), Butylphenyl Methylpropional (Fragrance Ingredient), Citronellol (Fragrance Ingredient), Eugenol (Fragrance Ingredient), Amyl Cinnamal (Fragrance Ingredient), Benzyl Cinnamate (Fragrance Ingredient), Limonene (Fragrance Ingredient), Farnesol (Fragrance Ingredient), Cinnamyl Alcohol (Fragrance Ingredient), Cinnamal (Fragrance Ingredient), Citral (Fragrance Ingredient)."
https://reviews.femaledaily.com/products/fragrance/edp/saff-co/extrait-de-parfum-sotb-1,"S. O. T. B captures the perfect summer dream like no other: sun-kissed skin, colorful swimwear, fun pool parties, and a glass of refreshing S*x on the Beach! Designed with an exciting blend of mandarin, sweet floral notes, and rich vanilla musk, this tropical scent will remind you of warm sea breeze, soft sands, and lush palm trees on a hot summer day."
https://reviews.femaledaily.com/products/fragrance/edp/hmns-perfume/orgasm,"HMNS `Orgsm` hadir dengan top notes red apple, middle notes florals dari Rose, Jasmine, Peony yang memberikan kesan rich, luxury, dan romantic, serta notes Vanilla Beans & amber yang warm & sweet gourmand.How to use:Semprotkan pada bagian tubuhSuitable for:-Ingredients:-"
https://reviews.femaledaily.com/products/fragrance/edp/evangeline/evangeline-black-sakura-eau-de-parfum,"Evangeline Eau De Perfume Sakura Series merupakan parfum jenis EDP dengan varian yang terinspirasi dari bunga Sakura. Varian Black Sakura perpaduan aroma Fruity, Berries, dan Vanilla MuskHow to use:Semprotkan pada tubuh dengan jarak 5 - 10 cmSuitable for:-Ingredients:-"
https://reviews.femaledaily.com/products/fragrance/edp/bvlgari/omnia-amethyste-perfume,"Bvlgari Omnia Amethyste Perfume merupakan parfum dengan aroma bunga iris dan mawar. Produk ini menghasilkan wangi yang feminim, elegan, dan halus.How To Use:Semprotkan pada bagian tubuh atau pakaianSuitable For:Semua jenis kulitIngredients:Water, Alcohol Denatured, Limonene, Linalool"
https://reviews.femaledaily.com/products/fragrance/edp/victoria-s-secret/bombshell-2,"Sexy today, sexy tomorrow, sexy forever: our signature award-winning Bombshell fragrance in a gorgeous emerald-cut bottle. Fragrancetype: Fruity floral Notes: Purple passion fruit, Shangri-la peony and vanilla orchid 50 ml/1.7 fl. oz. 100 ml/3.4 fl. oz. Domestic"
https://reviews.femaledaily.com/products/fragrance/edp/hmns-perfume/hmns-pefume-essence-of-sun-eos,"HMNS Essence of the Sun merupakan parfum dengan solar accord yang disebut sebagai `the smell of the sun`. Solar accord pada parfum memberikan kesan radiant & hangat. Memiliki top notes all natural bergamot, coriander seeds, pink pepper. Masuk ke middle notes dari perpaduan tropical flower blends Indian Jasmine Sambac (natural), Turkish Rose (natural), Tiare Flower, dan solar accord. Notes vanilla, absolute tonka bean (natural), ambrette, dan cedarwood pada base memberikan kesan creamy dan warm yang tahan lama.How to use:Semprotkan pada bagian tubuhSuitable for:-Ingredients:-"
https://reviews.femaledaily.com/products/fragrance/edp/yves-saint-laurent/black-opium,"Yves Saint Laurent Black Opium merupakan parfum yang memiliki aroma feminin. Dengan nuansa manis vanili dan kelembutan bunga putih yang mampu membuat penampilan tampak sempurna dengan wangi yang dapat bertahan lama.How To Use:Aplikasikan pada bagian tubuh atau pakaianSuitable For:Semua jenis kulitIngredients:ALCOHOL, PARFUM/FRAGRANCE, AQUA/WATER, BENZYL SALICYLATE, BENZYL ALCOHOL, HYDROXYCITRONELLAL, BUTYL METHOXYDIBENZOYLMETHANE, HEXYL CINNAMAL, LIMONENE, LINALOOL, GERANIOL, CITRONELLOL, CINNAMYL ALCOHOL, METHYL ANTHRANILATE, AMYL CINNAMAL, CITRAL, COUMARIN, BENZYL BENZOATE, CI 15985 / YELLOW 6, CI 17200 / RED 33, (F.I.L. C167411/1)."
https://reviews.femaledaily.com/products/fragrance/edp/chloe/chloe-eau-de-perfume,"Chloe Eau de Parfum merupakan pewangi untuk tubuh yang segar dan dengan aroma bunga. Produk ini diciptakan untuk para wanita dengan berbagai sifat, untuk wanita yang feminin maupun wanita yang berani. Produk ini mengandung bahan-bahan seperti peony, freesia, and lychee embody subtle freshness, magnolia flower, lily of the valley, and rose rise to sublimated femininity, cedarwood, amber, and honey.How to Use: Semprotkan pada area tubuh seperti leher dan tubuh secara merata.Suitable for: -Ingredients: -"
